kepid,name,period,epoch,duration
2834805,K07638.01,25.0032023,140.90106,0.22908333333333333
2569995,K07634.01,80.84069,177.3473,0.3569583333333333
2577353,K07635.01,60.458443,136.3553,0.35124999999999995
4478168,K00626.02,8.0292018,132.8283,0.14425
7256914,K04136.01,2.41750021,133.80584,0.18041666666666667
7256914,K04136.02,4.03357434,134.23275,0.24525
6871071,K02220.04,7.66462913,137.38342,0.15058333333333332
3112129,K04144.01,0.487656278,132.16692,0.04220416666666666
3103212,K04145.01,3.25424652,133.5121,0.22408333333333333
6871071,K02220.05,11.9294568,133.74078,0.13304166666666667
10875007,K04149.01,9.54699216,140.15819,0.2109583333333333
10875007,K04149.02,14.708641,133.85125,0.22475
7021681,K00255.02,13.6032081,140.3975,0.108
11967788,K04021.01,7.23531329,133.12054,0.13908333333333334
7199060,K04152.01,64.1862264,191.65639,0.35354166666666664
11967788,K04021.02,4.93211932,132.4538,0.131
7733731,K04022.01,4.85819429,135.14503,0.22316666666666665
3110177,K07644.01,3.39904814,134.6684,0.12175
3232249,K07648.01,1.183505016,131.75303,0.05312499999999999
7449554,K02357.02,15.9042402,131.50051,0.08720833333333333
8282651,K02193.02,4.16288745,131.67875,0.02825
5688683,K04097.02,4.44902309,131.75425,0.05720833333333333
8222627,K04098.01,1.121733366,131.56919,0.043
2984990,K07641.01,3.79437277,132.1265,0.095375
7758018,K04105.01,363.41165,404.2733,0.61625
8264402,K04037.01,215.956008,271.3671,0.434375
3129238,K07645.01,2.00870696,131.51,0.20291666666666666
7907808,K04109.01,0.655939788,132.09997,0.05491666666666667
9700449,K04120.01,110.461746,147.5465,0.5191666666666667
6140059,K04123.01,44.6226725,137.942,0.5405833333333333
3852872,K07673.01,80.769893,188.5556,0.175
9086154,K04060.01,225.26213,224.9887,0.6024583333333333
11970988,K04129.01,2.31482311,133.04857,0.08862499999999998
6792908,K04341.01,10.778313,136.6142,0.219
10534155,K04345.01,4.32710895,133.40886,0.057791666666666665
10397751,K02859.04,2.90512019,132.56693,0.09554166666666666
6350882,K04410.01,5.04404366,136.00785,0.07008333333333333
3450040,K04205.01,1.166960319,131.64332,0.07009583333333333
9456281,K04207.01,0.701944362,132.00161,0.026708333333333334
5129453,K04208.01,3.05772668,133.06692,0.07579166666666666
7918478,K04209.01,9.9092109,133.092,0.10633333333333334
9509343,K04346.01,6.39269778,135.6101,0.08908333333333332
7673841,K02585.03,7.87845756,138.58644,0.16299999999999998
11968463,K02433.04,27.9040511,154.9434,0.22275
5436161,K04351.01,0.644322147,131.954907,0.03720833333333333
4571844,K04353.01,17.8075656,146.88323,0.06845833333333333
2859893,K04418.01,333.03842,220.9235,0.24783333333333335
6026737,K02949.02,3.75030469,134.80628,0.13524999999999998
7582691,K04419.01,0.259819659,131.85061,0.0271375
9836563,K04421.01,4.72693131,135.2927,0.16816666666666663
1724719,K04212.02,10.0989634,132.3351,0.2678333333333333
11081504,K04287.01,13.12297275,136.08882,0.09308333333333332
12016267,K02590.02,22.7909233,134.4333,0.3985416666666666
3550372,K04357.01,0.681180633,131.63459,0.036849999999999994
8240790,K04426.01,369.13236,235.5195,0.4308333333333333
4548011,K04288.02,9.08745206,139.99222,0.15775
